OG0000833													Lluy|FUN_000316-T1, Lluy|FUN_000318-T1, Lluy|FUN_001573-T1, Lluy|FUN_001619-T1, Lluy|FUN_001928-T1, Lluy|FUN_001929-T1, Lluy|FUN_005276-T1, Lluy|FUN_005277-T1, Lluy|FUN_005278-T1, Lluy|FUN_008449-T1, Lluy|FUN_008450-T1, Lluy|FUN_008451-T1, Lluy|FUN_008901-T1, Lluy|FUN_008902-T1, Lluy|FUN_010144-T1, Lluy|FUN_010595-T1, Lluy|FUN_012765-T1, Lluy|FUN_012767-T1, Lluy|FUN_012769-T1, Lluy|FUN_012777-T1, Lluy|FUN_014613-T1, Lluy|FUN_014767-T1, Lluy|FUN_017233-T1, Lluy|FUN_017234-T1, Lluy|FUN_017873-T1, Lluy|FUN_019018-T1, Lluy|FUN_023507-T1, Lluy|FUN_024436-T1, Lluy|FUN_026970-T1, Lluy|FUN_031432-T1, Lluy|FUN_034982-T1, Lluy|FUN_034987-T1, Lluy|FUN_035032-T1, Lluy|FUN_036268-T1, Lluy|FUN_040079-T1					Oalv|OALVG00000017851.1, Oalv|OALVG00000019526.1, Oalv|OALVG00000019982.1, Oalv|OALVG00000019985.1				Pech|nbis-mrna-10224, Pech|nbis-mrna-10225, Pech|nbis-mrna-14684, Pech|nbis-mrna-14725, Pech|nbis-mrna-15222, Pech|nbis-mrna-17166, Pech|nbis-mrna-21050, Pech|nbis-mrna-21548, Pech|nbis-mrna-4201, Pech|nbis-mrna-4383, Pech|nbis-mrna-4558, Pech|nbis-mrna-5906, Pech|nbis-mrna-6108, Pech|nbis-mrna-6886, Pech|nbis-mrna-7137, Pech|nbis-mrna-9889	Rpac|RPACG00000006012.1, Rpac|RPACG00000006091.1, Rpac|RPACG00000006100.1, Rpac|RPACG00000006101.1, Rpac|RPACG00000006103.1, Rpac|RPACG00000014805.1, Rpac|RPACG00000015697.1, Rpac|RPACG00000015699.1, Rpac|RPACG00000017544.1, Rpac|RPACG00000017545.1, Rpac|RPACG00000018299.1, Rpac|RPACG00000018457.1, Rpac|RPACG00000018458.1, Rpac|RPACG00000028739.1, Rpac|RPACG00000028740.1, Rpac|RPACG00000034473.1, Rpac|RPACG00000036596.1, Rpac|RPACG00000036597.1					
OG0000901													Lluy|FUN_008954-T1, Lluy|FUN_009354-T1, Lluy|FUN_013443-T1, Lluy|FUN_020847-T1, Lluy|FUN_021076-T1, Lluy|FUN_021256-T1, Lluy|FUN_035207-T1					Oalv|OALVG00000000560.1, Oalv|OALVG00000000575.1, Oalv|OALVG00000000585.1, Oalv|OALVG00000002240.1, Oalv|OALVG00000004346.1, Oalv|OALVG00000006151.1, Oalv|OALVG00000007815.1, Oalv|OALVG00000010425.1, Oalv|OALVG00000010710.1, Oalv|OALVG00000010736.1, Oalv|OALVG00000010759.1, Oalv|OALVG00000010776.1, Oalv|OALVG00000010786.1, Oalv|OALVG00000010820.1, Oalv|OALVG00000012371.1, Oalv|OALVG00000012844.1, Oalv|OALVG00000012892.1, Oalv|OALVG00000013120.1, Oalv|OALVG00000015278.1, Oalv|OALVG00000015304.1, Oalv|OALVG00000015457.1, Oalv|OALVG00000015462.1, Oalv|OALVG00000016981.1, Oalv|OALVG00000018591.1, Oalv|OALVG00000019061.1, Oalv|OALVG00000019383.1, Oalv|OALVG00000022441.1, Oalv|OALVG00000025308.1, Oalv|OALVG00000026284.1, Oalv|OALVG00000027029.1, Oalv|OALVG00000028266.1, Oalv|OALVG00000031241.1, Oalv|OALVG00000031582.1, Oalv|OALVG00000032469.1, Oalv|OALVG00000035049.1				Pech|nbis-mrna-13624, Pech|nbis-mrna-17633, Pech|nbis-mrna-18479, Pech|nbis-mrna-19162, Pech|nbis-mrna-20012, Pech|nbis-mrna-20611, Pech|nbis-mrna-4975, Pech|nbis-mrna-8469, Pech|nbis-mrna-9185, Pech|nbis-mrna-9210, Pech|nbis-mrna-9957	Rpac|RPACG00000002407.1, Rpac|RPACG00000003785.1, Rpac|RPACG00000006299.1, Rpac|RPACG00000010263.1, Rpac|RPACG00000014807.1, Rpac|RPACG00000015064.1, Rpac|RPACG00000016691.1, Rpac|RPACG00000021271.1, Rpac|RPACG00000029450.1, Rpac|RPACG00000030592.1, Rpac|RPACG00000032058.1, Rpac|RPACG00000032059.1, Rpac|RPACG00000033059.1, Rpac|RPACG00000034391.1, Rpac|RPACG00000035158.1, Rpac|RPACG00000035264.1, Rpac|RPACG00000036622.1					
OG0000923													Lluy|FUN_006036-T1, Lluy|FUN_014553-T1, Lluy|FUN_015607-T1, Lluy|FUN_016232-T1, Lluy|FUN_016233-T1, Lluy|FUN_016235-T1, Lluy|FUN_017807-T1, Lluy|FUN_020204-T1, Lluy|FUN_021833-T1, Lluy|FUN_025006-T1, Lluy|FUN_030323-T1, Lluy|FUN_030328-T1, Lluy|FUN_030331-T1, Lluy|FUN_030334-T1, Lluy|FUN_030645-T1, Lluy|FUN_032694-T1, Lluy|FUN_032696-T1, Lluy|FUN_032700-T1, Lluy|FUN_032701-T1, Lluy|FUN_032704-T1, Lluy|FUN_032706-T1, Lluy|FUN_032710-T1									Pech|nbis-mrna-10652, Pech|nbis-mrna-10816, Pech|nbis-mrna-12455, Pech|nbis-mrna-12920, Pech|nbis-mrna-13371, Pech|nbis-mrna-13374, Pech|nbis-mrna-13375, Pech|nbis-mrna-13377, Pech|nbis-mrna-13384, Pech|nbis-mrna-15327, Pech|nbis-mrna-15692, Pech|nbis-mrna-16689, Pech|nbis-mrna-19602, Pech|nbis-mrna-19748, Pech|nbis-mrna-20312, Pech|nbis-mrna-20503, Pech|nbis-mrna-20791, Pech|nbis-mrna-21249, Pech|nbis-mrna-21251, Pech|nbis-mrna-21258, Pech|nbis-mrna-21651, Pech|nbis-mrna-21654, Pech|nbis-mrna-21658, Pech|nbis-mrna-21660, Pech|nbis-mrna-22456, Pech|nbis-mrna-3036, Pech|nbis-mrna-3037, Pech|nbis-mrna-3727, Pech|nbis-mrna-4302, Pech|nbis-mrna-4751, Pech|nbis-mrna-4753, Pech|nbis-mrna-4836, Pech|nbis-mrna-6511, Pech|nbis-mrna-8826, Pech|nbis-mrna-8827	Rpac|RPACG00000006201.1, Rpac|RPACG00000018958.1, Rpac|RPACG00000018959.1, Rpac|RPACG00000018960.1, Rpac|RPACG00000018961.1, Rpac|RPACG00000018962.1, Rpac|RPACG00000023131.1, Rpac|RPACG00000023135.1, Rpac|RPACG00000023136.1, Rpac|RPACG00000023137.1, Rpac|RPACG00000023138.1, Rpac|RPACG00000023139.1					
OG0000953													Lluy|FUN_012613-T1, Lluy|FUN_015286-T1, Lluy|FUN_029662-T1, Lluy|FUN_036789-T1					Oalv|OALVG00000001075.1, Oalv|OALVG00000003526.1, Oalv|OALVG00000004291.1, Oalv|OALVG00000004401.1, Oalv|OALVG00000004421.1, Oalv|OALVG00000004477.1, Oalv|OALVG00000004630.1, Oalv|OALVG00000005787.1, Oalv|OALVG00000005793.1, Oalv|OALVG00000005806.1, Oalv|OALVG00000007594.1, Oalv|OALVG00000009979.1, Oalv|OALVG00000010330.1, Oalv|OALVG00000010338.1, Oalv|OALVG00000010339.1, Oalv|OALVG00000012666.1, Oalv|OALVG00000012738.1, Oalv|OALVG00000012739.1, Oalv|OALVG00000013270.1, Oalv|OALVG00000015140.1, Oalv|OALVG00000015979.1, Oalv|OALVG00000017410.1, Oalv|OALVG00000021204.1, Oalv|OALVG00000024836.1, Oalv|OALVG00000024990.1, Oalv|OALVG00000024993.1, Oalv|OALVG00000027337.1, Oalv|OALVG00000027338.1, Oalv|OALVG00000029446.1, Oalv|OALVG00000029964.1, Oalv|OALVG00000031243.1, Oalv|OALVG00000032051.1, Oalv|OALVG00000032785.1, Oalv|OALVG00000033193.1, Oalv|OALVG00000033213.1, Oalv|OALVG00000033217.1, Oalv|OALVG00000033263.1				Pech|nbis-mrna-12346, Pech|nbis-mrna-13241, Pech|nbis-mrna-13719, Pech|nbis-mrna-15233, Pech|nbis-mrna-16538, Pech|nbis-mrna-16564, Pech|nbis-mrna-17214, Pech|nbis-mrna-17407, Pech|nbis-mrna-18120, Pech|nbis-mrna-18209, Pech|nbis-mrna-1976, Pech|nbis-mrna-198, Pech|nbis-mrna-19916, Pech|nbis-mrna-20788, Pech|nbis-mrna-2093, Pech|nbis-mrna-2247, Pech|nbis-mrna-2834, Pech|nbis-mrna-5508, Pech|nbis-mrna-632, Pech|nbis-mrna-636	Rpac|RPACG00000003029.1, Rpac|RPACG00000014635.1, Rpac|RPACG00000014654.1, Rpac|RPACG00000019158.1, Rpac|RPACG00000019174.1, Rpac|RPACG00000019473.1, Rpac|RPACG00000030691.1					
OG0001406													Lluy|FUN_014895-T1, Lluy|FUN_024574-T1					Oalv|OALVG00000023606.1					Rpac|RPACG00000000063.1, Rpac|RPACG00000000802.1, Rpac|RPACG00000001035.1, Rpac|RPACG00000002319.1, Rpac|RPACG00000002431.1, Rpac|RPACG00000002614.1, Rpac|RPACG00000003433.1, Rpac|RPACG00000003786.1, Rpac|RPACG00000004054.1, Rpac|RPACG00000007025.1, Rpac|RPACG00000007889.1, Rpac|RPACG00000008746.1, Rpac|RPACG00000008968.1, Rpac|RPACG00000009165.1, Rpac|RPACG00000009737.1, Rpac|RPACG00000009851.1, Rpac|RPACG00000009853.1, Rpac|RPACG00000010010.1, Rpac|RPACG00000010384.1, Rpac|RPACG00000011684.1, Rpac|RPACG00000012139.1, Rpac|RPACG00000012834.1, Rpac|RPACG00000013189.1, Rpac|RPACG00000013413.1, Rpac|RPACG00000013637.1, Rpac|RPACG00000014435.1, Rpac|RPACG00000014852.1, Rpac|RPACG00000015326.1, Rpac|RPACG00000015372.1, Rpac|RPACG00000015522.1, Rpac|RPACG00000016551.1, Rpac|RPACG00000016749.1, Rpac|RPACG00000017790.1, Rpac|RPACG00000018186.1, Rpac|RPACG00000018310.1, Rpac|RPACG00000019165.1, Rpac|RPACG00000019238.1, Rpac|RPACG00000020199.1, Rpac|RPACG00000021098.1, Rpac|RPACG00000021205.1, Rpac|RPACG00000021329.1, Rpac|RPACG00000021428.1, Rpac|RPACG00000022380.1, Rpac|RPACG00000024559.1, Rpac|RPACG00000029316.1, Rpac|RPACG00000033061.1, Rpac|RPACG00000033316.1, Rpac|RPACG00000033421.1, Rpac|RPACG00000034117.1, Rpac|RPACG00000034561.1, Rpac|RPACG00000035531.1, Rpac|RPACG00000036162.1					
OG0001463													Lluy|FUN_004839-T1, Lluy|FUN_004841-T1, Lluy|FUN_004842-T1, Lluy|FUN_004845-T1, Lluy|FUN_017395-T1, Lluy|FUN_018568-T1, Lluy|FUN_018570-T1, Lluy|FUN_027314-T1, Lluy|FUN_028274-T1					Oalv|OALVG00000019082.1, Oalv|OALVG00000019085.1, Oalv|OALVG00000019086.1, Oalv|OALVG00000019088.1, Oalv|OALVG00000019091.1, Oalv|OALVG00000019093.1, Oalv|OALVG00000019096.1, Oalv|OALVG00000019098.1, Oalv|OALVG00000019099.1, Oalv|OALVG00000033882.1, Oalv|OALVG00000033884.1, Oalv|OALVG00000033887.1, Oalv|OALVG00000033889.1, Oalv|OALVG00000033890.1, Oalv|OALVG00000033891.1, Oalv|OALVG00000033892.1, Oalv|OALVG00000033895.1, Oalv|OALVG00000033897.1, Oalv|OALVG00000033899.1, Oalv|OALVG00000033901.1, Oalv|OALVG00000033904.1, Oalv|OALVG00000033906.1, Oalv|OALVG00000033909.1, Oalv|OALVG00000033910.1, Oalv|OALVG00000033918.1, Oalv|OALVG00000033920.1, Oalv|OALVG00000033931.1, Oalv|OALVG00000033933.1				Pech|nbis-mrna-16703, Pech|nbis-mrna-16706, Pech|nbis-mrna-16708, Pech|nbis-mrna-17856, Pech|nbis-mrna-6402, Pech|nbis-mrna-6403, Pech|nbis-mrna-6404, Pech|nbis-mrna-6405	Rpac|RPACG00000011216.1, Rpac|RPACG00000011218.1, Rpac|RPACG00000011220.1, Rpac|RPACG00000011223.1, Rpac|RPACG00000011368.1, Rpac|RPACG00000011370.1, Rpac|RPACG00000011372.1, Rpac|RPACG00000011374.1, Rpac|RPACG00000011375.1					
OG0002954													Lluy|FUN_007945-T1, Lluy|FUN_023698-T1					Oalv|OALVG00000006437.1, Oalv|OALVG00000008303.1, Oalv|OALVG00000008304.1, Oalv|OALVG00000008305.1, Oalv|OALVG00000008306.1, Oalv|OALVG00000008307.1, Oalv|OALVG00000008308.1, Oalv|OALVG00000008309.1, Oalv|OALVG00000008310.1, Oalv|OALVG00000008311.1, Oalv|OALVG00000008312.1, Oalv|OALVG00000008313.1, Oalv|OALVG00000008314.1, Oalv|OALVG00000008315.1, Oalv|OALVG00000008316.1, Oalv|OALVG00000008317.1, Oalv|OALVG00000008318.1, Oalv|OALVG00000008319.1, Oalv|OALVG00000008320.1, Oalv|OALVG00000008321.1, Oalv|OALVG00000008322.1, Oalv|OALVG00000008323.1, Oalv|OALVG00000008324.1, Oalv|OALVG00000008325.1, Oalv|OALVG00000008326.1, Oalv|OALVG00000008327.1, Oalv|OALVG00000008328.1, Oalv|OALVG00000008329.1, Oalv|OALVG00000008330.1, Oalv|OALVG00000008331.1, Oalv|OALVG00000008332.1, Oalv|OALVG00000008333.1, Oalv|OALVG00000008335.1, Oalv|OALVG00000008336.1, Oalv|OALVG00000008363.1, Oalv|OALVG00000013138.1					Rpac|RPACG00000004547.1					
OG0004087													Lluy|FUN_030585-T1, Lluy|FUN_030586-T1, Lluy|FUN_030589-T1, Lluy|FUN_030591-T1, Lluy|FUN_032199-T1, Lluy|FUN_032200-T1, Lluy|FUN_032202-T1, Lluy|FUN_032204-T1, Lluy|FUN_038189-T1, Lluy|FUN_038190-T1, Lluy|FUN_038193-T1, Lluy|FUN_038194-T1, Lluy|FUN_038195-T1, Lluy|FUN_038196-T1, Lluy|FUN_038197-T1					Oalv|OALVG00000001791.1, Oalv|OALVG00000001792.1, Oalv|OALVG00000001793.1, Oalv|OALVG00000001794.1, Oalv|OALVG00000001796.1, Oalv|OALVG00000023783.1, Oalv|OALVG00000027958.1, Oalv|OALVG00000027959.1, Oalv|OALVG00000027960.1, Oalv|OALVG00000027961.1, Oalv|OALVG00000027964.1					Rpac|RPACG00000026087.1, Rpac|RPACG00000026088.1, Rpac|RPACG00000026089.1, Rpac|RPACG00000026090.1, Rpac|RPACG00000026091.1, Rpac|RPACG00000026092.1, Rpac|RPACG00000026093.1, Rpac|RPACG00000026094.1, Rpac|RPACG00000026095.1					
OG0004466													Lluy|FUN_011137-T1, Lluy|FUN_012488-T1, Lluy|FUN_012489-T1, Lluy|FUN_013619-T1, Lluy|FUN_013620-T1, Lluy|FUN_016658-T1, Lluy|FUN_018841-T1, Lluy|FUN_018842-T1, Lluy|FUN_025877-T1, Lluy|FUN_027872-T1, Lluy|FUN_029852-T1, Lluy|FUN_029853-T1, Lluy|FUN_029854-T1, Lluy|FUN_033765-T1, Lluy|FUN_033766-T1, Lluy|FUN_033947-T1, Lluy|FUN_036859-T1, Lluy|FUN_036861-T1, Lluy|FUN_036992-T1					Oalv|OALVG00000020169.1, Oalv|OALVG00000020592.1, Oalv|OALVG00000020593.1, Oalv|OALVG00000021011.1, Oalv|OALVG00000021012.1, Oalv|OALVG00000026669.1, Oalv|OALVG00000026671.1, Oalv|OALVG00000026673.1				Pech|nbis-mrna-11423, Pech|nbis-mrna-12831, Pech|nbis-mrna-2196, Pech|nbis-mrna-2198, Pech|nbis-mrna-2199	Rpac|RPACG00000000887.1, Rpac|RPACG00000028132.1					
OG0005492													Lluy|FUN_000409-T1, Lluy|FUN_004509-T1, Lluy|FUN_009999-T1, Lluy|FUN_017178-T1, Lluy|FUN_018377-T1, Lluy|FUN_019669-T1, Lluy|FUN_021488-T1, Lluy|FUN_021493-T1, Lluy|FUN_024578-T1, Lluy|FUN_024588-T1					Oalv|OALVG00000009729.1, Oalv|OALVG00000013778.1, Oalv|OALVG00000013781.1, Oalv|OALVG00000014346.1, Oalv|OALVG00000023448.1, Oalv|OALVG00000023718.1, Oalv|OALVG00000026235.1, Oalv|OALVG00000031173.1, Oalv|OALVG00000031174.1, Oalv|OALVG00000031175.1, Oalv|OALVG00000034984.2				Pech|nbis-mrna-15513, Pech|nbis-mrna-21808, Pech|nbis-mrna-3083	Rpac|RPACG00000005533.1, Rpac|RPACG00000005535.1, Rpac|RPACG00000009836.1, Rpac|RPACG00000009925.1, Rpac|RPACG00000012951.1, Rpac|RPACG00000030854.1, Rpac|RPACG00000031651.1, Rpac|RPACG00000031689.1					
